employer_name,decision,expansion,confidence,verified,evidence,why
HRA-DSS,expand,NEW YORK CITY HUMAN RESOURCES ADMINISTRATION / DEPARTMENT OF SOCIAL SERVICES,high,,https://en.wikipedia.org/wiki/New_York_City_Human_Resources_Administration - 'The Human Resources Administration or Department of Social Services (HRA/DSS) is the department of the government of New York City',Wikipedia confirms HRA/DSS is the single NYC agency 'Human Resources Administration / Department of Social Services' serving all five boroughs; donor occupation SOCIAL SERVICES ADMINISTRATION in the Bronx corroborates exactly.
HSS,expand,HOSPITAL FOR SPECIAL SURGERY,high,,"https://www.hss.edu/about/ and NPI registry: HOSPITAL FOR SPECIAL SURGERY, 535 E 70TH ST, NEW YORK, NY","HSS.edu confirms HSS = Hospital for Special Surgery at 535 E 70th St, New York NY, and that it pioneered the total knee replacement; donor is a KNEE SURGEON in New York, NY - exact corroboration (the ai-resolved Boston HQ is wrong)."
HUMC,expand,HACKENSACK UNIVERSITY MEDICAL CENTER,medium,,https://www.acronymfinder.com/Hackensack-University-Medical-Center-(HUMC).html and https://en.wikipedia.org/wiki/Hackensack_University_Medical_Center,"HUMC is the standard abbreviation for Hackensack University Medical Center, a 950-bed Bergen County NJ teaching hospital; the donor is a PHYSICIAN in Englewood NJ, the same Bergen County area, which corroborates it over the AI-resolved Bayonne address."
IBJ,expand,INDIANAPOLIS BUSINESS JOURNAL,high,,"https://en.wikipedia.org/wiki/Indianapolis_Business_Journal - weekly newspaper published in Indianapolis, Indiana, abbreviated IBJ","Wikipedia confirms IBJ = Indianapolis Business Journal, headquartered in Indianapolis; donor is RETIRED in Carmel IN, an Indianapolis suburb, and resolved_hq is Indianapolis."
ICSD,expand,ITHACA CITY SCHOOL DISTRICT,high,,https://www.ithacacityschools.org/ and https://en.wikipedia.org/wiki/Ithaca_City_School_District - district uses ICSD in official communications,"Ithaca City School District uses ICSD as its own official acronym, and the sole donor lives in Ithaca NY, which pins the district exactly."
IHSS,expand,IN-HOME SUPPORTIVE SERVICES,high,,"https://www.cdss.ca.gov/in-home-supportive-services — In-Home Supportive Services (IHSS) Program, California Department of Social Services","Both donors are CARE PROVIDER / CAREGIVER in California (Fresno and Irvine), and IHSS is California's state program that pays in-home caregivers directly — occupation and state corroborate it precisely."
IMC,expand,IMC FINANCIAL MARKETS,medium,,"https://en.wikipedia.org/wiki/IMC_Financial_Markets — IMC Financial Markets (IMC Trading), major Chicago trading office; FINRA firm 104143",The donor occupation 'FINANCIAL MARKETS' plus the Chicago HQ corroborate the proprietary trading firm specifically; medium because IMC is a heavily overloaded acronym and the firm also brands itself simply 'IMC Trading'.
IPFS,expand,IMPERIAL PFS,medium,,"https://www.ipfs.com/about — IPFS/Imperial PFS, insurance premium finance, headquartered Kansas City, Missouri","Resolved HQ Kansas City, MO matches IPFS Corporation exactly and donors are BUSINESSMAN/FINANCE in Leawood, KS (KC suburb); the bare acronym collides with the InterPlanetary File System, so the Imperial PFS brand is clearer."
IPM,expand,INCOME PROPERTY MANAGEMENT,medium,,https://www.ipmco.com/portland-property-management and https://www.yelp.com/biz/income-property-management-portland,"PROPERTY MANAGER / REAL ESTATE MANAGER donors in Portland, OR match Income Property Management (IPM Co.), the Portland-headquartered manager of 8,000+ units that uses exactly this abbreviation."
IRELL,expand,IRELL & MANELLA LLP,high,,"https://www.irell.com/ — 'Irell & Manella LLP', offices in Los Angeles, Newport Beach and Washington, D.C.","The firm's own site gives the full name and lists Los Angeles among its offices, matching the LAWYER donor in Los Angeles, CA and the Los Angeles, CA resolved HQ."
IWHC,expand,INTERNATIONAL WOMEN'S HEALTH COALITION,medium,,"https://en.wikipedia.org/wiki/International_Women's_Health_Coalition — NYC-based NGO, acronym IWHC, merged 2021","IWHC is overwhelmingly the International Women's Health Coalition, a New York City women's-health NGO (1984-2021) — the RETIRED donor in Scarsdale NY sits in the NYC metro, corroborating. The row's Washington DC HQ likely reflects its 2021 merger into DC-linked Fos Feminista rather than a different org."
JCRC,expand,JEWISH COMMUNITY RELATIONS COUNCIL OF ATLANTA,high,,https://www.atlantajcrc.org/,"Standard acronym for a Jewish Community Relations Council, and the Atlanta GA donor pins it to the Atlanta chapter (atlantajcrc.org); fits the pro-Israel PAC donor base."
JEFFERSON,expand,JEFFERSON HEALTH,medium,,https://www.jeffersonhealth.org/locations/599-w-state-street,"PHYSICIAN donor in Doylestown PA, where Jefferson Health operates the 599 W. State Street site and Jefferson Moss-Magee Rehabilitation at Doylestown Hospital; medium because bare 'Jefferson' could also mean Thomas Jefferson University, its academic arm."
JFCS,expand,JEWISH FAMILY & CHILDREN'S SERVICES,high,,"ProPublica Nonprofit Explorer (IRS data) returns 'Jewish Family & Childrens Services', San Francisco, CA",IRS nonprofit records list 'Jewish Family & Children's Services' in San Francisco CA — matching the SF HQ; CEO and EXECUTIVE DIRECTOR occupations fit a nonprofit social-services agency.
JFCSNNJ,expand,JEWISH FAMILY & CHILDREN'S SERVICES OF NORTHERN NEW JERSEY,high,,https://www.jfcsnnj.org/,"The acronym maps letter-for-letter and the org's own domain is jfcsnnj.org; PSYCHOTHERAPIST occupation matches its clinical mental-health services and the Tenafly NJ donor is in Bergen County, its core service area."
JFNA,expand,THE JEWISH FEDERATIONS OF NORTH AMERICA,high,,"https://www.jewishfederations.org/ — 'The Jewish Federations of North America' (JFNA), 25 Broadway, New York, NY 10004","The organization's site confirms JFNA as its abbreviation and New York, NY as its headquarters, matching the resolved HQ; a CEO/PRESIDENT donor fits a national federation umbrella body."
JFOGR,expand,JEWISH FEDERATION OF GREATER ROCHESTER,high,,"https://www.jewishrochester.org/ — 'Jewish Federation of Greater Rochester', 255 East Avenue, Rochester, NY; footer logo file 'JFOGR_Logo_2Color'","The federation's own site carries a logo file named JFOGR and is based in Rochester, NY, matching the DIRECTOR - NON PROFIT donor in Rochester, NY."
JFS,expand,JEWISH FAMILY SERVICE OF METRO DETROIT,high,,https://www.jfsdetroit.org/,"DEVELOPMENT / DEVELOPMENT ADMIN occupations are nonprofit fundraising roles, and both donor place and manual HQ are Bloomfield Hills MI — Jewish Family Service of Metro Detroit sits at 6555 W Maple Rd, West Bloomfield Township MI."
JINSA,expand,JEWISH INSTITUTE FOR NATIONAL SECURITY OF AMERICA,high,,"https://jinsa.org/about/ and https://en.wikipedia.org/wiki/Jewish_Institute_for_National_Security_of_America — Washington, DC","Washington, DC HQ matches exactly, and DEVELOPMENT/FUNDRAISER occupations fit a nonprofit advocacy institute."
JMBM,expand,JEFFER MANGELS BUTLER & MITCHELL,high,,https://www.jmbm.com/,"JMBM is the firm's own domain (jmbm.com); ATTORNEY occupation, Encino/Hidden Hills CA donors and Los Angeles HQ match the LA-founded firm exactly."
JNS,expand,JEWISH NEWS SYNDICATE,medium,,https://en.wikipedia.org/wiki/Jewish_News_Syndicate and https://www.jns.org/about-jns — nonprofit news agency; leadership includes a Chief Development Officer and a VP of Development,"JNS is the Jewish News Syndicate, a nonprofit Israel-focused news agency — decisive corroboration is that the row's occupations, CHIEF DEVELOPMENT OFFICER and VP OF DEVELOPMENT, are both real published JNS titles (Shira Ben Or and Jennifer Schrutt), an unusual pairing to occur by chance. Donor cities Beverly Hills CA / Bronx NY fit a US-facing nonprofit's development staff."
JPMC,expand,JPMORGAN CHASE,high,,JPMC is the standard internal abbreviation for the New York-headquartered bank,"New York, NY HQ and a corporate DESIGNER role match the bank; JPMC is an internal-style abbreviation a reader would not parse. Well-known company, decided without search."
JSSI,expand,JET SUPPORT SERVICES,high,,"https://en.wikipedia.org/wiki/Jet_Support_Services and https://jetsupport.com/about/ — Jet Support Services, Inc. (JSSI), headquartered Chicago, IL","Resolved HQ Chicago, IL with CHAIRMAN & CEO / EXECUTIVE donors in Chicago matches Jet Support Services, Inc. (JSSI), the Chicago business-aviation firm."
JUF,expand,JEWISH UNITED FUND,high,,"https://www.juf.org/ — 'JUF – Together for good', full name Jewish United Fund, Chicago, IL 60606","Official site confirms JUF is the Jewish United Fund, headquartered at 30 S. Wells Street, Chicago IL — directly corroborated by the RABBI donor in Chicago IL."
KARLIN,expand,KARLIN ASSET MANAGEMENT,medium,,"https://karlinfund.com/ and https://www.crunchbase.com/organization/karlin-asset-management-inc — Karlin Asset Management, Los Angeles CA, co-founder/CEO David A. Cohen","Donor is a CEO in Pacific Palisades CA and Karlin Asset Management is an LA family office whose CEO title matches; medium because Karlin also brands affiliates (Karlin Ventures, Karlin Real Estate) and no HQ was resolved for the row."
KCC,expand,KURTZMAN CARSON CONSULTANTS,medium,,"https://www.dnb.com/business-directory/company-profiles.kurtzman_carson_consultants_inc.html — legal-services firm HQ El Segundo, CA","Resolved HQ El Segundo CA matches KCC exactly, and the LAWYER occupation fits a legal claims/restructuring administrator (now Verita Global)."
KCU,expand,KANSAS CITY UNIVERSITY,high,,"https://www.kansascity.edu/ — 'Kansas City University (KCU)', Kansas City, Missouri with a Joplin, MO campus","Official site confirms Kansas City University abbreviates to KCU and is located in Kansas City, Missouri — matching the PHYSICIAN donor in Kansas City MO (KCU is an osteopathic medical school, so the physician occupation corroborates directly)."
KEYES,expand,KEYES AUTO GROUP,high,,"https://www.lithia.com/keyes-auto-group/index.htm and https://www.keyestoyota.com/ — Keyes Auto Group, Van Nuys / Los Angeles CA dealerships","Occupations AUTO and CAR SALES with a Hidden Hills CA donor and a Los Angeles resolved HQ corroborate the Van Nuys dealership group; 'Keyes' alone reads as a surname, so 'Keyes Auto Group' is materially clearer."
KSDS,expand,KRIEGER SCHECHTER DAY SCHOOL,high,,https://www.ksds.edu/,"ksds.edu resolves to Krieger Schechter Day School in Baltimore MD — the donor is a MUSIC DIRECTOR in Baltimore, and a K-8 day school employs a music director, so city and occupation both corroborate."
KYHS,expand,KATZ YESHIVA HIGH SCHOOL OF SOUTH FLORIDA,high,,https://html.duckduckgo.com/html/?q=KYHS+%22Katz+Yeshiva+High+School%22+Boca+Raton+Florida,"Confirmed as the Boca Raton Orthodox Jewish high school; donor is an EXECUTIVE DIRECTOR in BOCA RATON FL, matching the school's own location exactly."
LAJH,expand,LOS ANGELES JEWISH HEALTH,high,,https://www.lajhealth.org/,"The organization's own site confirms LAJH as its abbreviation (formerly Los Angeles Jewish Home); its Grancell/Eisenberg Village campuses are in the San Fernando Valley, and the donor is a PHYSICIAN in Encino, in that same valley."
LANSDALE,expand,LANSDALE SEMICONDUCTOR,medium,,https://www.lansdale.com/,"PRESIDENT in Phoenix AZ; Lansdale Semiconductor, Inc. is a Phoenix-based legacy-IC manufacturer — city and executive title corroborate, though 'Lansdale' alone is also a PA place name."
LAPL,expand,LOS ANGELES PUBLIC LIBRARY,high,,https://en.wikipedia.org/wiki/Los_Angeles_Public_Library,"LAPL is the confirmed abbreviation of the Los Angeles Public Library, headquartered in Los Angeles — matching both the donor city and the resolved HQ on this row."
LECG,expand,LAW AND ECONOMICS CONSULTING GROUP,medium,,https://en.wikipedia.org/wiki/LECG,"Only one notable LECG — the litigation/economics consulting firm founded as The Law and Economics Consulting Group; corroboration is weak (donor is RETIRED, Portland OR, and resolved_hq New York vs actual Emeryville CA), and the firm did formally rename to just 'LECG' in 1997, so this is a readability-driven expansion."
LINDEN,expand,LINDEN CAPITAL PARTNERS,medium,,"https://www.linden.com/ (redirect from lindenllc.com) — Linden Capital Partners, healthcare private equity, 110 N. Wacker Drive, Chicago, IL","Donor is an INVESTOR in CHICAGO, IL and resolved HQ is Chicago, IL, matching this Chicago healthcare PE firm; medium because bare 'LINDEN' is also used by unrelated firms."
LISCR,expand,LIBERIAN INTERNATIONAL SHIP AND CORPORATE REGISTRY,high,,https://www.liscr.com/,"LISCR is the Liberian International Ship and Corporate Registry, headquartered in Dulles VA which matches the resolved Northern Virginia HQ, and the CHAIR/CHAIRMAN/CO-CHAIR occupations fit its board leadership based in the DC metro (Bethesda MD donor)."
LRGRW,expand,"LEFKOFF, RUBIN, GLEASON, RUSSO & WILLIAMS",high,,https://www.linkedin.com/company/lefkoff-rubin-gleason-russo-williams-p-c and https://www.reachattorneys.com/lawyers/georgia/atlanta-1/lefkoff-rubin-gleason-russo-williams-p-c/,"LRGRW is the initialism of Lefkoff, Rubin, Gleason, Russo & Williams, P.C., the Atlanta creditors'-rights firm at 5555 Glenridge Connector in Sandy Springs GA - exactly where the RETIRED donor lives (the firm later renamed the last partner to Smith)."
LSV,expand,LSV ASSET MANAGEMENT,high,,https://en.wikipedia.org/wiki/LSV_Asset_Management ; https://www.lsvasset.com/about-lsv/,"LSV Asset Management is a Chicago quantitative value manager (initials of founders Lakonishok, Shleifer, Vishny); Chicago HQ and PARTNER / PORTFOLIO MANAGER / RESEARCH occupations corroborate exactly."
LUSD,expand,LAYTONVILLE UNIFIED SCHOOL DISTRICT,medium,,"https://www.lusd.us/ and https://en.wikipedia.org/wiki/Laytonville_Unified_School_District - Laytonville Unified School District, Mendocino County CA, uses lusd.us","The RETIRED donor lives in Willits CA (Mendocino County) and Laytonville Unified School District is the LUSD roughly 25 miles up US-101 from Willits; the Brea CA resolved_hq is an unreliable AI guess, and other California LUSDs (Lynwood, Lodi) are far from the donor."
LVHN,expand,LEHIGH VALLEY HEALTH NETWORK,high,,https://html.duckduckgo.com/html/?q=LVHN+Lehigh+Valley+Health+Network+Allentown,"LVHN is the standard abbreviation for Lehigh Valley Health Network, based in Allentown PA — matching resolved_hq Allentown exactly and the PHYSICIAN donor living in Allentown."
LVJUSD,expand,LIVERMORE VALLEY JOINT UNIFIED SCHOOL DISTRICT,high,,https://www.livermoreschools.org/lvjusd,"LVJUSD is the district's own self-applied acronym; a RETIRED California donor fits a retired district employee, and no competing organization uses the initialism."
